,agent0_elephant,agent1_elephant,agent2_elephant
0,0.1770833333333333,0.1354166666666666,0.0104166666666666
1,0.0833333333333333,0.09375,0.0520833333333333
2,0.1770833333333333,0.1666666666666666,0.0416666666666666
3,0.1979166666666666,0.3125,0.0729166666666666
4,0.2083333333333333,0.125,0.0104166666666666
5,0.1041666666666666,0.0208333333333333,0.0
6,0.1875,0.03125,0.03125
7,0.1875,0.3125,0.0104166666666666
8,0.0833333333333333,0.1666666666666666,0.0104166666666666
9,0.0729166666666666,0.1041666666666666,0.0
