,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-3.86328125,-6.984375,-8.40625,-6.41796875,-6.11328125,-5.8671875
1,-3.07421875,-5.86328125,-7.2109375,-6.5625,-6.06640625,-5.8828125
2,-3.283203125,-4.99609375,-6.140625,-6.6953125,-6.7109375,-7.04296875
3,-2.58203125,-4.6015625,-5.07421875,-5.48828125,-6.45703125,-6.1640625
4,-3.498046875,-5.046875,-5.1171875,-4.73046875,-4.890625,-4.6015625
5,-3.29296875,-4.60546875,-5.69921875,-6.87890625,-6.546875,-6.7734375
6,-3.244140625,-4.140625,-5.78125,-6.25390625,-6.8125,-6.3671875
7,-2.326171875,-4.6875,-5.02734375,-5.109375,-3.865234375,-6.078125
8,-4.40625,-4.01953125,-4.046875,-5.91796875,-7.5234375,-7.83984375
9,-4.77734375,-7.06640625,-6.19140625,-7.078125,-6.76171875,-6.39453125
10,-3.591796875,-4.39453125,-4.078125,-2.599609375,-5.0546875,-3.869140625
11,-2.943359375,-4.41796875,-6.18359375,-6.1328125,-6.69140625,-5.56640625
12,-3.306640625,-4.74609375,-4.73046875,-5.2578125,-5.609375,-7.2109375
13,-3.423828125,-3.97265625,-5.3359375,-5.0546875,-4.28125,-6.03515625
14,-2.8828125,-3.40625,-3.30078125,-5.05859375,-5.3984375,-6.1875
15,-3.388671875,-5.7265625,-6.24609375,-6.5390625,-6.5859375,-6.4140625
16,-2.896484375,-4.30078125,-5.796875,-5.7890625,-5.4609375,-6.4375
17,-3.466796875,-5.1796875,-5.84375,-6.12109375,-6.3671875,-6.125
18,-2.283203125,-2.955078125,-4.9765625,-4.76953125,-5.7109375,-6.06640625
19,-3.279296875,-3.150390625,-6.546875,-6.8125,-7.06640625,-6.859375
