,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-2.328125,-9.875,-9.8359375,-10.796875,-8.8046875,-6.72265625
1,-2.06640625,-8.734375,-10.1015625,-9.8828125,-9.875,-9.2734375
2,-1.7041015625,-5.171875,-6.44140625,-4.875,-9.53125,-7.34765625
3,-1.541015625,-8.96875,-10.8125,-10.921875,-10.8359375,-9.2734375
4,-1.7666015625,-8.703125,-9.859375,-9.75,-9.75,-8.7421875
5,-2.501953125,-6.90234375,-5.0859375,-6.30859375,-9.8828125,-8.7109375
6,-3.041015625,-5.59765625,-9.453125,-10.125,-9.890625,-9.171875
7,-2.376953125,-4.43359375,-4.359375,-8.9765625,-9.3828125,-8.734375
8,-2.26171875,-9.515625,-9.6328125,-8.6640625,-9.28125,-9.34375
9,-2.513671875,-2.6484375,-2.611328125,-8.9140625,-8.1953125,-7.69140625
10,-1.912109375,-7.23828125,-10.3125,-10.15625,-11.640625,-10.3515625
11,-4.375,-4.05078125,-6.00390625,-6.09765625,-5.6640625,-6.0390625
12,-1.9794921875,-6.640625,-9.7109375,-10.6875,-9.8984375,-7.9453125
13,-2.318359375,-9.3984375,-9.53125,-9.7734375,-10.6484375,-9.71875
14,-1.9365234375,-6.7578125,-5.8515625,-8.9375,-9.7421875,-8.1171875
15,-2.40625,-5.9765625,-11.2578125,-10.78125,-10.78125,-9.7578125
16,-2.736328125,-6.22265625,-4.74609375,-7.03125,-5.3046875,-9.453125
17,-2.5390625,-6.0,-9.5078125,-9.90625,-10.6875,-8.5234375
18,-2.33203125,-3.998046875,-10.1171875,-8.3203125,-8.984375,-8.53125
19,-1.646484375,-3.123046875,-7.671875,-7.33984375,-10.6953125,-9.59375
