,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.6884765625,-8.3984375,-10.015625,-10.1015625,-7.234375,-6.72265625
1,-1.8115234375,-7.16796875,-9.7421875,-9.2734375,-9.2734375,-9.2734375
2,-2.595703125,-4.42578125,-6.3515625,-4.36328125,-9.1484375,-7.34765625
3,-1.5458984375,-7.5546875,-10.171875,-10.171875,-10.125,-9.2734375
4,-1.8271484375,-6.44140625,-8.96875,-9.4765625,-9.9140625,-8.7421875
5,-2.87109375,-6.5078125,-4.26171875,-5.92578125,-9.015625,-8.7109375
6,-2.181640625,-5.23828125,-8.4609375,-9.9921875,-10.4296875,-9.171875
7,-3.47265625,-3.771484375,-3.400390625,-7.71484375,-9.640625,-8.734375
8,-2.650390625,-8.7734375,-9.7890625,-7.75390625,-8.109375,-9.34375
9,-2.423828125,-1.5908203125,-3.20703125,-7.81640625,-6.4609375,-7.69140625
10,-2.728515625,-6.05859375,-8.84375,-8.03125,-10.53125,-10.3515625
11,-3.640625,-4.26953125,-5.921875,-5.28515625,-5.62890625,-6.0390625
12,-2.525390625,-6.52734375,-9.5390625,-10.75,-8.40625,-7.9453125
13,-2.1640625,-7.95703125,-8.71875,-9.28125,-9.6640625,-9.71875
14,-2.81640625,-4.84765625,-5.16015625,-7.36328125,-9.1015625,-8.1171875
15,-1.845703125,-5.6484375,-9.8515625,-10.8359375,-9.3828125,-9.7578125
16,-2.384765625,-4.28515625,-4.28125,-6.30859375,-5.0390625,-9.453125
17,-2.0078125,-5.1171875,-8.921875,-9.6640625,-10.125,-8.5234375
18,-2.23046875,-4.23828125,-8.828125,-7.5,-8.59375,-8.53125
19,-2.41796875,-3.0,-4.10546875,-5.6484375,-10.59375,-9.59375
