,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,0.03125,0.3333333333333333,0.3333333333333333,0.1927083333333333,0.1354166666666666,0.25
1,0.0520833333333333,0.109375,0.1510416666666666,0.1666666666666666,0.171875,0.1979166666666666
2,0.03125,0.0364583333333333,0.125,0.109375,0.3385416666666667,0.46875
3,0.03125,0.1197916666666666,0.1041666666666666,0.1302083333333333,0.1614583333333333,0.1666666666666666
4,0.078125,0.1302083333333333,0.1197916666666666,0.1302083333333333,0.3125,0.1197916666666666
5,0.03125,0.0208333333333333,0.03125,0.0104166666666666,0.2760416666666667,0.2135416666666666
6,0.0625,0.015625,0.125,0.1614583333333333,0.125,0.1145833333333333
7,0.046875,0.0364583333333333,0.0572916666666666,0.453125,0.3697916666666667,0.265625
8,0.078125,0.1927083333333333,0.2604166666666667,0.3854166666666667,0.2760416666666667,0.1614583333333333
9,0.0104166666666666,0.0416666666666666,0.046875,0.109375,0.0104166666666666,0.0416666666666666
10,0.0260416666666666,0.0052083333333333,0.3645833333333333,0.2291666666666666,0.2395833333333333,0.1354166666666666
11,0.046875,0.015625,0.0208333333333333,0.4635416666666667,0.109375,0.0833333333333333
12,0.0208333333333333,0.0520833333333333,0.3177083333333333,0.3333333333333333,0.3541666666666667,0.234375
13,0.0208333333333333,0.34375,0.3802083333333333,0.2447916666666666,0.2916666666666667,0.09375
14,0.03125,0.0677083333333333,0.015625,0.2447916666666666,0.2291666666666666,0.078125
15,0.0364583333333333,0.0572916666666666,0.1666666666666666,0.2864583333333333,0.1822916666666666,0.1197916666666666
16,0.0625,0.0520833333333333,0.0052083333333333,0.1614583333333333,0.0208333333333333,0.171875
17,0.046875,0.0260416666666666,0.15625,0.0416666666666666,0.0260416666666666,0.1197916666666666
18,0.0520833333333333,0.0625,0.078125,0.1927083333333333,0.2135416666666666,0.1354166666666666
19,0.0208333333333333,0.0989583333333333,0.0625,0.015625,0.1510416666666666,0.140625
