,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,0.0208333333333333,0.2708333333333333,0.296875,0.1875,0.109375,0.2083333333333333
1,0.0260416666666666,0.0729166666666666,0.1458333333333333,0.2395833333333333,0.3125,0.1979166666666666
2,0.0,0.0052083333333333,0.0989583333333333,0.1197916666666666,0.4114583333333333,0.390625
3,0.0364583333333333,0.328125,0.265625,0.3020833333333333,0.2239583333333333,0.140625
4,0.0104166666666666,0.3020833333333333,0.1614583333333333,0.2604166666666667,0.21875,0.1197916666666666
5,0.0052083333333333,0.0104166666666666,0.046875,0.0104166666666666,0.2447916666666666,0.2552083333333333
6,0.0104166666666666,0.0052083333333333,0.15625,0.21875,0.1927083333333333,0.109375
7,0.015625,0.0260416666666666,0.03125,0.5208333333333334,0.4739583333333333,0.2708333333333333
8,0.0416666666666666,0.3020833333333333,0.2864583333333333,0.3020833333333333,0.2864583333333333,0.1875
9,0.0416666666666666,0.03125,0.0,0.0989583333333333,0.0520833333333333,0.046875
10,0.0416666666666666,0.0052083333333333,0.03125,0.2447916666666666,0.171875,0.203125
11,0.046875,0.0104166666666666,0.0104166666666666,0.1770833333333333,0.03125,0.1145833333333333
12,0.0208333333333333,0.0416666666666666,0.2708333333333333,0.203125,0.1354166666666666,0.2760416666666667
13,0.0677083333333333,0.2760416666666667,0.4010416666666667,0.2708333333333333,0.1979166666666666,0.1354166666666666
14,0.0364583333333333,0.03125,0.015625,0.3385416666666667,0.2291666666666666,0.1197916666666666
15,0.015625,0.09375,0.296875,0.3020833333333333,0.1822916666666666,0.1145833333333333
16,0.0104166666666666,0.0416666666666666,0.015625,0.125,0.015625,0.1770833333333333
17,0.0208333333333333,0.015625,0.1614583333333333,0.046875,0.0520833333333333,0.125
18,0.015625,0.03125,0.1770833333333333,0.2916666666666667,0.4739583333333333,0.15625
19,0.0572916666666666,0.0364583333333333,0.0677083333333333,0.0260416666666666,0.2708333333333333,0.125
