,agent0_elephant,agent1_elephant,agent2_elephant
0,0.4895833333333333,0.3333333333333333,0.2916666666666667
1,0.40625,0.1354166666666666,0.1041666666666666
2,0.2708333333333333,0.0520833333333333,0.0104166666666666
3,0.59375,0.1041666666666666,0.0729166666666666
4,0.1354166666666666,0.03125,0.03125
5,0.3645833333333333,0.3645833333333333,0.2708333333333333
6,0.3854166666666667,0.34375,0.0416666666666666
7,0.4895833333333333,0.3854166666666667,0.125
8,0.2083333333333333,0.1770833333333333,0.0520833333333333
9,0.2083333333333333,0.0104166666666666,0.08333333333333333
