,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.234375,-5.6953125,-6.2578125,-6.33203125,-6.2578125,-6.109375
1,-6.44140625,-5.66015625,-7.5390625,-7.5625,-7.7421875,-7.46875
2,-8.40625,-6.0703125,-6.91015625,-7.2109375,-6.94921875,-6.10546875
3,-6.984375,-5.7265625,-6.95703125,-6.9140625,-6.875,-6.5703125
4,-6.83203125,-6.4296875,-6.9453125,-6.94921875,-6.875,-6.71875
5,-8.0546875,-7.1015625,-7.46484375,-7.84765625,-7.4296875,-8.0390625
6,-6.47265625,-5.52734375,-4.55859375,-5.3359375,-5.4453125,-6.60546875
7,-7.47265625,-6.46875,-7.0390625,-6.33203125,-6.296875,-5.703125
8,-6.92578125,-5.47265625,-6.5703125,-6.53515625,-6.54296875,-5.78125
9,-7.109375,-6.63671875,-6.078125,-6.09765625,-7.2890625,-6.734375
10,-8.1953125,-6.8828125,-6.1328125,-6.0546875,-5.921875,-4.703125
11,-7.74609375,-5.66796875,-6.70703125,-6.859375,-7.00390625,-6.52734375
12,-6.81640625,-5.98828125,-5.50390625,-6.7890625,-7.00390625,-6.484375
13,-7.078125,-5.53515625,-5.48828125,-5.58984375,-7.26171875,-6.828125
14,-9.1875,-4.90625,-5.6015625,-6.57421875,-6.75390625,-5.66015625
15,-7.03515625,-5.04296875,-4.7421875,-5.40625,-7.32421875,-6.875
16,-6.87890625,-6.08203125,-5.83203125,-7.0,-7.13671875,-7.0703125
17,-6.84375,-5.5859375,-6.16796875,-7.5703125,-7.6171875,-7.08984375
18,-8.03125,-7.25,-8.3359375,-8.5703125,-7.91796875,-8.1015625
19,-7.015625,-6.66015625,-6.34375,-8.046875,-7.2578125,-6.26953125
