,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,0.0,0.0,0.0208333333333333,0.0052083333333333,0.0885416666666666,0.0729166666666666
1,0.0,0.0104166666666666,0.0416666666666666,0.0364583333333333,0.078125,0.1354166666666666
2,0.0,0.0,0.0,0.0,0.0,0.0104166666666666
3,0.015625,0.0260416666666666,0.0208333333333333,0.0416666666666666,0.03125,0.1041666666666666
4,0.0,0.03125,0.0416666666666666,0.0677083333333333,0.0104166666666666,0.0416666666666666
5,0.0,0.0364583333333333,0.0104166666666666,0.0,0.0,0.0208333333333333
6,0.0,0.0,0.0,0.0,0.0,0.0833333333333333
7,0.0,0.0,0.0104166666666666,0.0,0.0,0.0
8,0.0,0.0,0.0520833333333333,0.015625,0.0208333333333333,0.140625
9,0.0,0.0,0.0,0.1197916666666666,0.0833333333333333,0.09375
10,0.0,0.0,0.0104166666666666,0.0,0.0,0.0208333333333333
11,0.0,0.0625,0.0520833333333333,0.046875,0.1041666666666666,0.140625
12,0.0,0.0,0.0,0.0208333333333333,0.0052083333333333,0.0885416666666666
13,0.0,0.0,0.0,0.0,0.0833333333333333,0.0729166666666666
14,0.0,0.0,0.0416666666666666,0.0833333333333333,0.0520833333333333,0.1302083333333333
15,0.0,0.0052083333333333,0.0052083333333333,0.0,0.1041666666666666,0.0885416666666666
16,0.0,0.0052083333333333,0.0104166666666666,0.0729166666666666,0.0833333333333333,0.0989583333333333
17,0.0052083333333333,0.0,0.0,0.015625,0.015625,0.03125
18,0.0052083333333333,0.0,0.0,0.0,0.0208333333333333,0.0416666666666666
19,0.0052083333333333,0.046875,0.0520833333333333,0.03125,0.0416666666666666,0.08854166666666667
