,agent0_elephant,agent1_elephant,agent2_elephant
0,0.3645833333333333,0.0416666666666666,0.1354166666666666
1,0.1979166666666666,0.0416666666666666,0.0208333333333333
2,0.3645833333333333,0.15625,0.15625
3,0.1875,0.0416666666666666,0.0416666666666666
4,0.2083333333333333,0.0625,0.03125
5,0.3125,0.4895833333333333,0.1354166666666666
6,0.5208333333333334,0.0833333333333333,0.3333333333333333
7,0.25,0.0416666666666666,0.03125
8,0.3854166666666667,0.2708333333333333,0.0729166666666666
9,0.25,0.03125,0.041666666666666664
