,agent0_elephant,agent1_elephant,agent2_elephant
0,0.5138888888888888,0.3333333333333333,0.0555555555555555
1,0.4722222222222222,0.25,0.2083333333333333
2,0.6388888888888888,0.2916666666666667,0.0555555555555555
3,0.5277777777777778,0.0416666666666666,0.0833333333333333
4,0.5,0.4722222222222222,0.3888888888888889
5,0.7361111111111112,0.5277777777777778,0.1805555555555555
6,0.5833333333333334,0.6388888888888888,0.4305555555555556
7,0.4027777777777778,0.0833333333333333,0.1527777777777778
8,0.5416666666666666,0.2083333333333333,0.125
9,0.7083333333333334,0.1805555555555555,0.2638888888888889
