,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.75830078125,-2.515625,-1.25,-1.9677734375,-2.125,-1.8818359375
1,-0.61572265625,-1.728515625,-1.166015625,-0.493408203125,-2.1171875,-2.57421875
2,-1.15234375,-0.8359375,-2.0546875,-1.7216796875,-2.099609375,-2.177734375
3,-0.50830078125,-1.978515625,-1.09375,-2.771484375,-2.763671875,-3.318359375
4,-0.67138671875,-0.87255859375,-1.318359375,-1.3759765625,-2.349609375,-2.22265625
5,-1.0126953125,-0.90625,-1.1650390625,-2.2109375,-3.37890625,-2.515625
6,-0.7197265625,-2.107421875,-0.9697265625,-1.2353515625,-2.74609375,-2.1796875
7,-0.7294921875,-1.58203125,-1.671875,-2.31640625,-2.42578125,-2.658203125
8,-1.134765625,-1.2265625,-0.458251953125,-1.0888671875,-2.787109375,-2.359375
9,-1.5244140625,-1.6728515625,-3.267578125,-3.1796875,-2.96484375,-2.46875
10,-1.1435546875,-0.75,-2.50390625,-2.572265625,-3.25,-3.49609375
11,-1.3115234375,-1.1865234375,-0.87451171875,-0.95703125,-1.7294921875,-2.521484375
12,-0.77734375,-1.763671875,-2.73828125,-3.970703125,-2.228515625,-1.978515625
13,-0.75927734375,-1.7490234375,-2.009765625,-1.689453125,-2.296875,-2.3125
14,-1.314453125,-1.2734375,-2.72265625,-2.24609375,-2.396484375,-2.2734375
15,-0.65234375,-0.802734375,-2.685546875,-3.01171875,-2.9375,-2.671875
16,-1.310546875,-2.66796875,-2.576171875,-2.90234375,-2.78515625,-3.017578125
17,-0.66455078125,-1.7275390625,-1.7890625,-1.1015625,-1.591796875,-3.33203125
18,-0.75,-2.220703125,-2.310546875,-2.265625,-1.5771484375,-1.7470703125
19,-0.59814453125,-2.51171875,-3.431640625,-3.236328125,-3.287109375,-3.037109375
