,agent0_elephant,agent1_elephant,agent2_elephant
0,0.0625,0.03125,0.0208333333333333
1,0.0729166666666666,0.0416666666666666,0.0104166666666666
2,0.0625,0.15625,0.0729166666666666
3,0.2395833333333333,0.03125,0.0104166666666666
4,0.1354166666666666,0.1875,0.0729166666666666
5,0.0729166666666666,0.4479166666666667,0.03125
6,0.1354166666666666,0.2395833333333333,0.0729166666666666
7,0.1145833333333333,0.4791666666666667,0.0208333333333333
8,0.03125,0.0,0.0520833333333333
9,0.0833333333333333,0.2291666666666666,0.4375
