,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-0.019500732421875,-0.057220458984375,-0.052764892578125,-0.05487060546875,-0.05487060546875,-0.09710693359375
1,-0.0204315185546875,-0.051605224609375,-0.2489013671875,-0.1885986328125,-0.10595703125,-0.1669921875
2,-0.0178375244140625,-0.11492919921875,-0.18408203125,-0.2081298828125,-0.81982421875,-0.318115234375
3,-0.0186767578125,-0.049163818359375,-0.07659912109375,-0.1251220703125,-0.03271484375,-0.0657958984375
4,-0.0173187255859375,-0.0305328369140625,-0.043731689453125,-0.0394287109375,-0.044677734375,-0.0628662109375
5,-0.01312255859375,-0.108642578125,-0.08160400390625,-0.10205078125,-0.1778564453125,-0.1932373046875
6,-0.0126571655273437,-0.09808349609375,-0.0625,-0.083984375,-0.0919189453125,-0.2044677734375
7,-0.0272979736328125,-0.03106689453125,-0.0333251953125,-0.06195068359375,-0.38427734375,-0.38720703125
8,-0.019775390625,-0.1168212890625,-0.2325439453125,-0.177978515625,-0.1259765625,-0.11328125
9,-0.0148162841796875,-0.07415771484375,-0.060791015625,-0.2066650390625,-0.1004638671875,-0.294189453125
10,-0.0123214721679687,-0.05792236328125,-0.0270233154296875,-0.033935546875,-0.037567138671875,-0.06597900390625
11,-0.0150680541992187,-0.036346435546875,-0.035736083984375,-0.045379638671875,-0.0765380859375,-0.1361083984375
12,-0.01861572265625,-0.1973876953125,-0.10723876953125,-0.10772705078125,-0.0772705078125,-0.10345458984375
13,-0.0209808349609375,-0.1243896484375,-0.05078125,-0.09356689453125,-0.09356689453125,-0.0667724609375
14,-0.0300140380859375,-0.09759521484375,-0.0673828125,-0.057891845703125,-0.038116455078125,-0.03955078125
15,-0.02581787109375,-0.037200927734375,-0.080810546875,-0.173828125,-0.1070556640625,-0.054168701171875
16,-0.01959228515625,-0.09332275390625,-0.08929443359375,-0.08929443359375,-0.08929443359375,-0.080322265625
17,-0.0170135498046875,-0.0657958984375,-0.180908203125,-0.1312255859375,-0.260009765625,-0.4609375
18,-0.0172882080078125,-0.08489990234375,-0.1151123046875,-0.298583984375,-0.06890869140625,-0.10400390625
19,-0.018585205078125,-0.05206298828125,-0.049530029296875,-0.11273193359375,-0.291015625,-0.640625
