,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.4462890625,-1.4736328125,-2.580078125,-2.736328125,-2.541015625,-2.421875
1,-0.591796875,-1.2275390625,-2.140625,-2.498046875,-2.931640625,-2.822265625
2,-0.377197265625,-1.2412109375,-1.2685546875,-0.53466796875,-0.70166015625,-2.05078125
3,-0.36865234375,-2.466796875,-2.365234375,-2.306640625,-2.216796875,-1.3125
4,-0.440673828125,-1.2978515625,-1.52734375,-1.2041015625,-2.232421875,-2.58203125
5,-0.319091796875,-2.08984375,-4.734375,-3.0234375,-2.84375,-3.01953125
6,-0.53173828125,-1.5126953125,-0.9833984375,-2.0703125,-1.8515625,-2.32421875
7,-0.62109375,-1.2470703125,-1.046875,-1.484375,-2.94921875,-2.783203125
8,-0.66552734375,-1.484375,-1.8779296875,-2.025390625,-2.046875,-2.052734375
9,-0.46484375,-1.8017578125,-1.2119140625,-1.083984375,-2.166015625,-1.8427734375
10,-0.8056640625,-1.0634765625,-0.6953125,-1.93359375,-2.42578125,-1.9375
11,-0.49609375,-0.48828125,-1.1259765625,-2.138671875,-2.138671875,-1.7734375
12,-0.64453125,-1.5595703125,-1.7978515625,-2.46875,-2.05859375,-2.19921875
13,-0.378662109375,-0.42626953125,-1.7421875,-2.32421875,-2.771484375,-2.369140625
14,-0.77001953125,-0.93115234375,-0.97265625,-1.935546875,-2.701171875,-2.251953125
15,-0.44091796875,-0.576171875,-1.3857421875,-2.083984375,-2.0703125,-2.0078125
16,-0.4365234375,-1.4111328125,-1.173828125,-1.2001953125,-1.6171875,-2.03125
17,-0.280029296875,-1.216796875,-1.5791015625,-2.53125,-2.599609375,-2.26953125
18,-0.94580078125,-1.458984375,-1.0546875,-1.724609375,-3.001953125,-2.47265625
19,-0.83740234375,-2.97265625,-2.830078125,-2.501953125,-2.501953125,-2.58203125
