,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.7197265625,-1.3134765625,-2.396484375,-2.388671875,-2.34375,-2.421875
1,-0.22509765625,-1.017578125,-2.06640625,-2.50390625,-2.87890625,-2.822265625
2,-0.346923828125,-0.82373046875,-1.01171875,-0.51025390625,-1.12890625,-2.05078125
3,-0.110595703125,-2.26171875,-2.28125,-2.669921875,-2.185546875,-1.3125
4,-0.51953125,-1.1259765625,-1.1787109375,-1.1044921875,-1.5263671875,-2.58203125
5,-0.225830078125,-1.4697265625,-3.28515625,-2.890625,-3.115234375,-3.01953125
6,-0.447265625,-1.30078125,-1.1474609375,-2.060546875,-2.384765625,-2.32421875
7,-0.327880859375,-1.0703125,-1.056640625,-1.1943359375,-1.93359375,-2.783203125
8,-0.5908203125,-0.69677734375,-1.4306640625,-1.8212890625,-1.791015625,-2.052734375
9,-0.3486328125,-1.3955078125,-1.3486328125,-0.9423828125,-2.064453125,-1.8427734375
10,-0.310302734375,-0.75439453125,-0.461181640625,-2.296875,-2.326171875,-1.9375
11,-0.2303466796875,-0.32568359375,-1.0166015625,-2.1015625,-1.93359375,-1.7734375
12,-0.75341796875,-0.73681640625,-1.7021484375,-2.080078125,-1.5166015625,-2.19921875
13,-0.2178955078125,-0.9384765625,-1.5224609375,-1.8798828125,-2.611328125,-2.369140625
14,-0.97607421875,-0.77197265625,-0.8408203125,-2.109375,-2.615234375,-2.251953125
15,-0.439697265625,-0.48681640625,-1.1904296875,-1.958984375,-2.123046875,-2.0078125
16,-0.72998046875,-0.95751953125,-0.6474609375,-1.1064453125,-1.6533203125,-2.03125
17,-0.30908203125,-0.88916015625,-1.3564453125,-1.6171875,-1.603515625,-2.26953125
18,-0.67578125,-1.4755859375,-1.294921875,-1.9150390625,-2.416015625,-2.47265625
19,-0.6201171875,-2.75390625,-2.54296875,-2.1015625,-2.068359375,-2.58203125
