,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-0.95849609375,-2.369140625,-2.77734375,-1.3798828125,-6.546875,-7.1328125
1,-1.216796875,-2.974609375,-6.81640625,-7.0859375,-7.15625,-6.71484375
2,-0.93994140625,-1.7978515625,-2.43359375,-4.75390625,-6.2421875,-6.08203125
3,-0.93896484375,-3.681640625,-3.625,-6.7578125,-6.31640625,-7.50390625
4,-1.4267578125,-3.068359375,-7.0234375,-7.5234375,-8.2421875,-7.5390625
5,-1.1025390625,-2.287109375,-5.76953125,-6.01953125,-6.47265625,-6.56640625
6,-1.0126953125,-2.18359375,-3.5234375,-6.74609375,-7.21875,-7.140625
7,-0.92333984375,-2.962890625,-3.662109375,-5.19921875,-5.6015625,-5.49609375
8,-1.0048828125,-3.40234375,-5.3671875,-8.2109375,-8.7890625,-9.5078125
9,-1.0908203125,-2.990234375,-6.75,-7.33984375,-7.33984375,-7.26171875
10,-1.0244140625,-3.2109375,-2.953125,-6.9921875,-6.1953125,-6.7734375
11,-1.2392578125,-3.51953125,-5.2109375,-7.09375,-7.90234375,-7.93359375
12,-1.1650390625,-2.83203125,-5.39453125,-7.4609375,-9.34375,-8.6484375
13,-1.2529296875,-2.6484375,-6.0625,-7.328125,-7.328125,-6.95703125
14,-1.1298828125,-4.30859375,-7.55859375,-6.09375,-7.515625,-8.171875
15,-0.8154296875,-1.890625,-3.009765625,-3.421875,-3.3671875,-6.50390625
16,-1.1748046875,-2.29296875,-4.87109375,-7.05859375,-8.015625,-6.7890625
17,-1.0693359375,-4.17578125,-7.86328125,-7.9609375,-7.9609375,-8.75
18,-1.318359375,-4.99609375,-6.296875,-7.00390625,-7.421875,-5.69140625
19,-0.9150390625,-2.548828125,-2.74609375,-6.48828125,-7.4375,-7.42578125
