,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.0859375,-1.21875,-2.259765625,-0.68310546875,-5.66015625,-7.1328125
1,-0.880859375,-3.27734375,-7.171875,-7.40625,-7.3828125,-6.71484375
2,-0.95068359375,-1.3857421875,-1.765625,-3.994140625,-5.09375,-6.08203125
3,-1.3203125,-3.388671875,-3.296875,-6.74609375,-7.1171875,-7.50390625
4,-2.111328125,-3.841796875,-6.3203125,-8.1328125,-8.09375,-7.5390625
5,-1.6611328125,-2.076171875,-6.515625,-6.203125,-6.54296875,-6.56640625
6,-1.662109375,-2.994140625,-3.90625,-6.96875,-7.33984375,-7.140625
7,-1.1064453125,-3.025390625,-3.85546875,-4.86328125,-5.8125,-5.49609375
8,-1.1298828125,-3.982421875,-6.4296875,-8.3828125,-8.734375,-9.5078125
9,-2.23046875,-3.3984375,-7.13671875,-7.59765625,-7.5390625,-7.26171875
10,-1.27734375,-2.587890625,-3.294921875,-6.42578125,-5.87109375,-6.7734375
11,-1.9375,-4.5234375,-5.3984375,-7.41015625,-7.93359375,-7.93359375
12,-1.853515625,-3.6484375,-5.5234375,-7.3203125,-8.9453125,-8.6484375
13,-1.91796875,-2.86328125,-6.51953125,-7.4140625,-7.51171875,-6.95703125
14,-1.2265625,-5.37890625,-7.41796875,-6.74609375,-7.31640625,-8.171875
15,-1.158203125,-2.458984375,-3.873046875,-3.8359375,-3.958984375,-6.50390625
16,-0.8212890625,-1.443359375,-3.91015625,-6.67578125,-6.43359375,-6.7890625
17,-1.671875,-3.8828125,-8.0234375,-8.3515625,-8.515625,-8.75
18,-1.5537109375,-5.24609375,-6.78515625,-7.3203125,-6.80078125,-5.69140625
19,-1.1015625,-2.30859375,-2.380859375,-6.91015625,-7.75,-7.42578125
