,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.662109375,-2.275390625,-3.9453125,-4.11328125,-4.1484375,-4.07421875
1,-0.7705078125,-2.458984375,-3.392578125,-4.07421875,-4.18359375,-3.908203125
2,-0.62939453125,-1.6982421875,-1.0478515625,-1.0224609375,-2.361328125,-3.513671875
3,-0.51416015625,-2.044921875,-2.314453125,-1.0380859375,-1.6650390625,-4.3984375
4,-0.51123046875,-1.0869140625,-0.9365234375,-0.3642578125,-0.7890625,-3.330078125
5,-0.58203125,-1.8076171875,-1.3447265625,-2.240234375,-2.986328125,-4.58984375
6,-0.47998046875,-0.5078125,-3.140625,-3.66796875,-3.8046875,-4.53515625
7,-0.8486328125,-1.751953125,-0.54345703125,-3.5859375,-3.85546875,-4.328125
8,-1.08203125,-2.85546875,-1.984375,-3.400390625,-3.560546875,-3.595703125
9,-0.64453125,-0.98828125,-0.393310546875,-0.93994140625,-2.0859375,-4.265625
10,-0.6328125,-0.78955078125,-0.393798828125,-2.82421875,-4.50390625,-3.509765625
11,-0.59716796875,-3.39453125,-4.34765625,-4.109375,-4.109375,-3.669921875
12,-0.64599609375,-3.759765625,-4.3359375,-5.07421875,-5.33984375,-5.0
13,-0.61962890625,-1.2119140625,-0.76123046875,-3.50390625,-4.81640625,-3.77734375
14,-0.97900390625,-3.68359375,-4.13671875,-4.26953125,-4.41015625,-4.609375
15,-0.7919921875,-1.029296875,-0.79052734375,-2.529296875,-5.25390625,-4.30859375
16,-0.63623046875,-1.232421875,-2.8125,-2.37890625,-4.0703125,-5.5625
17,-0.67626953125,-1.7578125,-2.0234375,-3.283203125,-2.74609375,-3.3515625
18,-0.5771484375,-3.8359375,-4.37890625,-4.86328125,-4.86328125,-4.484375
19,-0.56591796875,-3.326171875,-3.810546875,-5.625,-4.7265625,-5.3125
