,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.94580078125,-2.736328125,-4.203125,-4.34375,-4.36328125,-4.07421875
1,-1.125,-3.3359375,-3.44921875,-4.16796875,-4.40234375,-3.908203125
2,-0.716796875,-1.0380859375,-0.78369140625,-1.228515625,-2.474609375,-3.513671875
3,-0.58740234375,-1.09375,-1.26953125,-0.6044921875,-0.7646484375,-4.3984375
4,-0.7490234375,-0.60791015625,-0.65380859375,-0.369873046875,-0.6435546875,-3.330078125
5,-1.4462890625,-1.5771484375,-1.9365234375,-2.185546875,-2.96484375,-4.58984375
6,-0.677734375,-0.85693359375,-4.140625,-3.640625,-3.716796875,-4.53515625
7,-0.92578125,-1.3779296875,-2.267578125,-4.53515625,-3.28125,-4.328125
8,-0.63037109375,-1.595703125,-1.453125,-3.19921875,-3.912109375,-3.595703125
9,-1.1572265625,-0.72802734375,-0.18310546875,-0.451171875,-2.880859375,-4.265625
10,-0.744140625,-0.321533203125,-0.30029296875,-2.744140625,-3.810546875,-3.509765625
11,-0.71728515625,-3.185546875,-4.31640625,-3.876953125,-3.75390625,-3.669921875
12,-0.71435546875,-3.76953125,-4.5390625,-4.296875,-4.8671875,-5.0
13,-0.84716796875,-1.0732421875,-0.54638671875,-3.876953125,-3.458984375,-3.77734375
14,-1.2080078125,-3.59765625,-3.927734375,-4.29296875,-4.12890625,-4.609375
15,-1.2548828125,-0.724609375,-0.666015625,-3.1171875,-4.5390625,-4.30859375
16,-1.0576171875,-1.5283203125,-2.595703125,-3.44140625,-4.52734375,-5.5625
17,-0.59619140625,-0.57958984375,-2.283203125,-3.056640625,-3.279296875,-3.3515625
18,-0.8720703125,-3.615234375,-4.16796875,-4.79296875,-5.03125,-4.484375
19,-0.62548828125,-2.98046875,-3.87890625,-5.984375,-5.9453125,-5.3125
