,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-6.3359375,-5.6171875,-6.6796875,-6.53125,-5.953125,-7.21875
1,-6.390625,-4.609375,-2.896484375,-5.87109375,-6.2109375,-6.87890625
2,-6.515625,-4.78515625,-3.876953125,-6.9453125,-5.9296875,-6.48828125
3,-6.74609375,-4.4375,-5.96875,-6.53125,-8.234375,-9.0546875
4,-6.63671875,-6.17578125,-5.0625,-6.10546875,-6.26953125,-6.65234375
5,-6.8125,-5.58984375,-6.640625,-6.25,-5.1640625,-6.21484375
6,-6.7109375,-5.21484375,-4.6875,-7.875,-6.97265625,-6.5546875
7,-6.20703125,-5.015625,-3.578125,-4.14453125,-3.982421875,-6.32421875
8,-6.5546875,-4.30078125,-6.66015625,-5.140625,-6.015625,-6.68359375
9,-6.4609375,-6.16796875,-6.59375,-7.20703125,-7.2578125,-6.8046875
10,-6.7734375,-4.3828125,-3.87890625,-4.046875,-6.73828125,-6.48046875
11,-6.8125,-5.01953125,-4.64453125,-5.65625,-6.1796875,-6.36328125
12,-5.99609375,-4.484375,-6.796875,-5.625,-6.02734375,-6.5625
13,-6.91015625,-5.3359375,-4.578125,-7.0390625,-5.1640625,-7.22265625
14,-6.8046875,-7.15234375,-6.55078125,-6.23046875,-5.52734375,-6.48828125
15,-6.4296875,-6.0703125,-5.75,-5.8671875,-6.38671875,-6.8046875
16,-6.45703125,-5.4453125,-5.02734375,-6.95703125,-7.10546875,-6.671875
17,-6.921875,-6.05078125,-5.51953125,-6.015625,-5.97265625,-6.21484375
18,-6.359375,-6.34765625,-8.3203125,-7.30859375,-8.0390625,-6.7109375
19,-6.75390625,-5.08984375,-3.1875,-5.21875,-6.36328125,-6.8359375
