,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-1.0244140625,-1.033203125,-3.681640625,-3.974609375,-3.767578125,-3.970703125
1,-0.80712890625,-1.7490234375,-4.359375,-3.033203125,-4.02734375,-3.689453125
2,-0.7939453125,-2.783203125,-4.41796875,-5.00390625,-4.921875,-4.60546875
3,-0.71337890625,-0.88916015625,-0.65087890625,-1.2333984375,-1.24609375,-3.705078125
4,-0.5830078125,-1.697265625,-2.53515625,-1.9755859375,-4.19140625,-2.416015625
5,-1.1357421875,-0.634765625,-1.8037109375,-2.640625,-2.64453125,-2.55859375
6,-0.476806640625,-1.150390625,-1.3271484375,-1.0615234375,-3.642578125,-2.728515625
7,-1.2431640625,-1.423828125,-2.6640625,-3.76953125,-3.76953125,-4.10546875
8,-0.8505859375,-0.56689453125,-0.6103515625,-1.8916015625,-3.705078125,-4.3125
9,-1.095703125,-1.2158203125,-2.849609375,-3.458984375,-3.458984375,-3.69140625
10,-1.0361328125,-2.796875,-3.9296875,-2.66796875,-3.970703125,-4.22265625
11,-1.1513671875,-1.66015625,-2.0859375,-1.2099609375,-2.458984375,-0.982421875
12,-0.76904296875,-5.4609375,-5.62109375,-5.5234375,-5.1015625,-5.4375
13,-0.80859375,-1.466796875,-1.447265625,-0.95654296875,-3.869140625,-4.8515625
14,-1.1162109375,-3.55078125,-3.779296875,-6.0390625,-5.20703125,-5.03515625
15,-0.5224609375,-1.0380859375,-4.1171875,-2.3984375,-3.58203125,-5.078125
16,-0.7001953125,-0.916015625,-3.845703125,-3.1953125,-4.28125,-4.3828125
17,-0.68701171875,-0.90869140625,-5.1328125,-4.60546875,-4.7265625,-5.13671875
18,-0.79833984375,-0.54931640625,-2.349609375,-2.53125,-2.486328125,-4.921875
19,-1.03125,-1.9140625,-3.009765625,-3.162109375,-3.162109375,-3.744140625
