,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.60986328125,-0.81689453125,-3.8046875,-4.46875,-3.791015625,-3.970703125
1,-0.60546875,-2.265625,-4.21875,-3.12109375,-4.1015625,-3.689453125
2,-1.14453125,-2.837890625,-4.55078125,-4.96875,-4.51171875,-4.60546875
3,-0.73779296875,-0.802734375,-0.88623046875,-0.87109375,-1.556640625,-3.705078125
4,-0.3427734375,-1.27734375,-1.3486328125,-1.5224609375,-3.50390625,-2.416015625
5,-0.6875,-0.27978515625,-2.55859375,-2.953125,-3.048828125,-2.55859375
6,-1.2294921875,-0.6728515625,-0.8876953125,-2.298828125,-2.896484375,-2.728515625
7,-0.64990234375,-1.681640625,-2.599609375,-3.986328125,-3.6640625,-4.10546875
8,-0.42919921875,-0.255615234375,-0.336669921875,-2.435546875,-3.703125,-4.3125
9,-1.083984375,-0.78076171875,-3.5234375,-3.64453125,-3.798828125,-3.69140625
10,-0.73046875,-3.369140625,-4.1171875,-3.552734375,-5.0390625,-4.22265625
11,-1.0126953125,-1.603515625,-1.7568359375,-1.1201171875,-1.6943359375,-0.982421875
12,-0.8310546875,-4.89453125,-4.3359375,-4.41796875,-4.9453125,-5.4375
13,-0.78857421875,-2.1875,-2.380859375,-0.80029296875,-5.19140625,-4.8515625
14,-0.77880859375,-3.341796875,-3.849609375,-5.21875,-5.15234375,-5.03515625
15,-0.5830078125,-0.8330078125,-3.2109375,-2.833984375,-3.734375,-5.078125
16,-0.64208984375,-0.53857421875,-3.373046875,-3.806640625,-4.00390625,-4.3828125
17,-0.77197265625,-1.4560546875,-5.203125,-5.2578125,-4.55078125,-5.13671875
18,-0.86279296875,-0.4609375,-2.998046875,-4.109375,-3.19140625,-4.921875
19,-1.6298828125,-1.2119140625,-3.60546875,-3.958984375,-3.86328125,-3.744140625
