,agent0_elephant,agent1_elephant,agent2_elephant
0,0.2916666666666667,0.1527777777777778,0.4861111111111111
1,0.1527777777777778,0.4583333333333333,0.125
2,0.2361111111111111,0.0972222222222222,0.0
3,0.1527777777777778,0.4305555555555556,0.0555555555555555
4,0.1388888888888889,0.0277777777777777,0.0555555555555555
5,0.25,0.1527777777777778,0.1805555555555555
6,0.1944444444444444,0.1666666666666666,0.3888888888888889
7,0.2361111111111111,0.4583333333333333,0.0
8,0.3472222222222222,0.25,0.0833333333333333
9,0.375,0.2638888888888889,0.1111111111111111
