,agent0_elephant,agent1_elephant,agent2_elephant
0,0.0520833333333333,0.3125,0.03125
1,0.2395833333333333,0.8958333333333334,0.9166666666666666
2,0.2604166666666667,0.3854166666666667,0.0
3,0.2604166666666667,0.65625,0.0729166666666666
4,0.5416666666666666,0.53125,0.3125
5,0.1979166666666666,0.7604166666666666,0.4166666666666667
6,0.3645833333333333,0.90625,0.3541666666666667
7,0.4166666666666667,0.9583333333333334,0.0208333333333333
8,0.3125,0.40625,0.09375
9,0.5104166666666666,0.1979166666666666,0.052083333333333336
