,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-2.03125,-4.625,-5.7578125,-7.96484375,-8.8515625,-8.3515625
1,-2.310546875,-5.56640625,-8.6796875,-9.109375,-8.7265625,-8.71875
2,-2.140625,-3.92578125,-7.09765625,-7.171875,-7.76171875,-7.32421875
3,-2.12109375,-7.00390625,-8.03125,-8.0234375,-8.6953125,-8.5859375
4,-1.515625,-4.14453125,-4.5078125,-4.27734375,-7.58984375,-6.9921875
5,-2.181640625,-6.63671875,-7.93359375,-7.62109375,-8.4765625,-7.59375
6,-2.232421875,-3.353515625,-2.630859375,-5.5234375,-8.7421875,-8.9375
7,-2.16796875,-4.26953125,-3.755859375,-5.52734375,-5.86328125,-3.30859375
8,-2.287109375,-4.9921875,-6.53515625,-4.6953125,-7.3046875,-8.75
9,-2.111328125,-6.578125,-8.515625,-9.0,-8.890625,-8.3125
10,-2.48046875,-4.53125,-4.8671875,-6.69921875,-9.5234375,-8.71875
11,-2.267578125,-3.9921875,-6.16796875,-8.28125,-8.3515625,-7.55078125
12,-1.8369140625,-3.228515625,-6.70703125,-7.8515625,-7.26953125,-6.5546875
13,-2.859375,-8.5078125,-8.4375,-8.7578125,-8.7109375,-8.2734375
14,-1.6015625,-7.66015625,-7.86328125,-8.2265625,-9.0078125,-8.7421875
15,-2.9296875,-8.828125,-9.625,-9.8046875,-9.4140625,-9.59375
16,-2.322265625,-4.1953125,-5.40625,-8.4921875,-8.9296875,-8.9765625
17,-1.73046875,-4.5859375,-7.90234375,-8.40625,-8.515625,-7.1171875
18,-2.806640625,-5.3203125,-6.7109375,-6.546875,-7.4921875,-7.44140625
19,-2.759765625,-3.83984375,-4.09375,-5.86328125,-7.546875,-7.2578125
