,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-2.1875,-2.97265625,-4.09375,-7.40625,-7.7265625,-8.3515625
1,-1.849609375,-4.84765625,-7.4921875,-8.734375,-8.3671875,-8.71875
2,-1.875,-3.861328125,-6.84375,-6.63671875,-6.8515625,-7.32421875
3,-1.2685546875,-6.53515625,-7.234375,-7.75,-8.3046875,-8.5859375
4,-1.6748046875,-4.515625,-4.1484375,-4.15625,-6.8046875,-6.9921875
5,-2.271484375,-6.3125,-7.796875,-6.3984375,-8.671875,-7.59375
6,-1.7470703125,-3.560546875,-2.974609375,-5.31640625,-8.03125,-8.9375
7,-1.484375,-3.208984375,-3.43359375,-5.48828125,-5.76953125,-3.30859375
8,-1.6357421875,-4.55078125,-6.3203125,-3.609375,-6.515625,-8.75
9,-1.248046875,-6.4375,-8.4140625,-8.5390625,-8.5390625,-8.3125
10,-1.8046875,-3.646484375,-4.75390625,-7.08203125,-8.8984375,-8.71875
11,-2.33984375,-4.25390625,-5.68359375,-8.0390625,-7.64453125,-7.55078125
12,-1.8984375,-3.119140625,-6.6796875,-8.0234375,-7.4296875,-6.5546875
13,-2.677734375,-8.140625,-7.3828125,-8.28125,-8.0390625,-8.2734375
14,-1.41015625,-7.984375,-8.5859375,-8.7265625,-8.7265625,-8.7421875
15,-1.9462890625,-8.1640625,-9.40625,-9.59375,-9.59375,-9.59375
16,-2.3359375,-4.44140625,-5.40625,-7.81640625,-8.609375,-8.9765625
17,-1.5732421875,-3.951171875,-8.03125,-7.96875,-8.46875,-7.1171875
18,-2.013671875,-4.53125,-6.5,-6.09375,-7.68359375,-7.44140625
19,-1.4716796875,-3.501953125,-3.501953125,-5.6015625,-5.63671875,-7.2578125
