,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-0.2744140625,-1.2373046875,-0.45703125,-1.453125,-0.1839599609375,-1.1806640625
1,-0.61328125,-0.70751953125,-0.4130859375,-0.12213134765625,-0.14453125,-0.1412353515625
2,-0.73583984375,-0.41943359375,-0.060089111328125,-0.050537109375,-0.07763671875,-0.07421875
3,-0.5322265625,-0.457763671875,-1.66015625,-1.3603515625,-0.94873046875,-0.07318115234375
4,-0.96923828125,-0.241943359375,-0.544921875,-0.5048828125,-0.185302734375,-0.0875244140625
5,-0.658203125,-0.46826171875,-0.20556640625,-0.0716552734375,-0.254150390625,-0.360595703125
6,-0.6611328125,-1.142578125,-1.2724609375,-0.11968994140625,-0.21533203125,-0.22607421875
7,-1.2236328125,-3.65234375,-0.307861328125,-0.18115234375,-0.14794921875,-0.1365966796875
8,-0.8193359375,-0.05743408203125,-0.040283203125,-0.0438232421875,-0.0552978515625,-0.05963134765625
9,-0.609375,-0.038818359375,-0.07061767578125,-0.07373046875,-0.09307861328125,-0.1341552734375
10,-1.0810546875,-0.164794921875,-0.031707763671875,-0.0274658203125,-0.04998779296875,-0.052032470703125
11,-0.625,-0.165771484375,-0.0892333984375,-0.0736083984375,-0.12310791015625,-0.096435546875
12,-1.298828125,-0.1737060546875,-0.1173095703125,-0.08416748046875,-0.1866455078125,-0.1021728515625
13,-0.482177734375,-0.294921875,-1.259765625,-0.1712646484375,-0.0411376953125,-0.150634765625
14,-1.2275390625,-0.7275390625,-2.083984375,-0.56494140625,-3.49609375,-1.806640625
15,-0.38134765625,-0.089111328125,-0.0797119140625,-0.08685302734375,-0.078125,-0.10382080078125
16,-0.53759765625,-0.2008056640625,-0.1304931640625,-0.22119140625,-0.10321044921875,-0.045166015625
17,-0.82666015625,-0.76708984375,-0.57666015625,-0.132080078125,-0.07861328125,-0.07623291015625
18,-0.9150390625,-0.331787109375,-0.169921875,-0.1778564453125,-0.1778564453125,-0.1290283203125
19,-0.576171875,-0.300048828125,-0.30224609375,-0.2666015625,-0.2342529296875,-0.22607421875
