,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-1.2890625,-1.5732421875,-1.3271484375,-1.306640625,-0.46484375,-1.1806640625
1,-0.943359375,-0.310546875,-0.2008056640625,-0.1890869140625,-0.1429443359375,-0.1412353515625
2,-0.27294921875,-0.08984375,-0.04736328125,-0.037628173828125,-0.05908203125,-0.07421875
3,-0.92236328125,-0.359619140625,-0.68115234375,-0.74609375,-0.1734619140625,-0.07318115234375
4,-0.397216796875,-0.143310546875,-0.261962890625,-0.466064453125,-0.174072265625,-0.0875244140625
5,-0.51806640625,-0.40771484375,-0.1597900390625,-0.062225341796875,-0.2509765625,-0.360595703125
6,-0.8662109375,-0.22607421875,-1.2822265625,-0.12060546875,-0.1370849609375,-0.22607421875
7,-0.97265625,-1.9658203125,-0.1466064453125,-0.1412353515625,-0.13671875,-0.1365966796875
8,-0.403076171875,-0.040557861328125,-0.031951904296875,-0.03857421875,-0.048065185546875,-0.05963134765625
9,-0.5458984375,-0.046844482421875,-0.049163818359375,-0.1075439453125,-0.1256103515625,-0.1341552734375
10,-0.5439453125,-0.051727294921875,-0.017364501953125,-0.0192108154296875,-0.04180908203125,-0.052032470703125
11,-0.38427734375,-0.1136474609375,-0.060333251953125,-0.1036376953125,-0.091796875,-0.096435546875
12,-0.88330078125,-0.1666259765625,-0.085693359375,-0.1441650390625,-0.1080322265625,-0.1021728515625
13,-0.43212890625,-0.0972900390625,-0.068603515625,-0.0997314453125,-0.04058837890625,-0.150634765625
14,-1.724609375,-1.572265625,-1.88671875,-0.5546875,-1.3271484375,-1.806640625
15,-0.2763671875,-0.054718017578125,-0.0791015625,-0.07696533203125,-0.06475830078125,-0.10382080078125
16,-0.276611328125,-0.11151123046875,-0.0780029296875,-0.08587646484375,-0.042327880859375,-0.045166015625
17,-0.2352294921875,-0.251953125,-0.302001953125,-0.04547119140625,-0.0775146484375,-0.07623291015625
18,-0.54443359375,-0.186279296875,-0.1995849609375,-0.164306640625,-0.1082763671875,-0.1290283203125
19,-1.14453125,-0.232666015625,-0.247314453125,-0.1983642578125,-0.19970703125,-0.22607421875
