,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.3125,-7.08203125,-7.7421875,-7.89453125,-7.578125,-8.015625
1,-1.0185546875,-3.6328125,-6.98828125,-7.88671875,-8.203125,-7.53125
2,-1.5751953125,-7.94140625,-8.6328125,-8.6328125,-8.4140625,-7.81640625
3,-1.1962890625,-3.234375,-2.65625,-2.15625,-3.56640625,-3.873046875
4,-1.5703125,-3.33984375,-4.8046875,-6.671875,-7.08984375,-7.10546875
5,-1.3505859375,-4.3125,-6.0546875,-6.99609375,-7.1484375,-7.140625
6,-1.3857421875,-5.37109375,-6.35546875,-5.73828125,-7.73046875,-7.0546875
7,-1.9052734375,-2.7421875,-3.8828125,-4.10546875,-7.98828125,-8.4453125
8,-1.3994140625,-3.744140625,-3.478515625,-7.3671875,-7.078125,-7.0234375
9,-1.4384765625,-4.8984375,-6.71484375,-6.640625,-6.39453125,-5.9921875
10,-1.3427734375,-7.33203125,-8.140625,-7.375,-6.96484375,-7.57421875
11,-1.021484375,-3.99609375,-4.41796875,-6.78125,-6.6640625,-6.8515625
12,-1.4677734375,-5.85546875,-5.4921875,-6.2265625,-7.9765625,-7.55859375
13,-1.3212890625,-5.82421875,-6.6171875,-6.14453125,-7.90625,-7.43359375
14,-1.1787109375,-4.15625,-3.05078125,-5.4375,-7.53125,-7.109375
15,-1.3056640625,-2.767578125,-7.0,-7.8359375,-8.1640625,-8.0078125
16,-1.3681640625,-3.490234375,-6.8203125,-7.609375,-8.03125,-6.91015625
17,-1.7880859375,-4.72265625,-4.91015625,-7.0078125,-7.78125,-8.1015625
18,-1.52734375,-3.498046875,-6.4296875,-6.7265625,-6.44921875,-5.61328125
19,-1.37890625,-2.86328125,-6.5234375,-7.61328125,-7.91015625,-7.9765625
