,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-0.892578125,-6.66796875,-7.40625,-7.4296875,-7.44921875,-8.015625
1,-0.66845703125,-1.9833984375,-6.69921875,-7.33203125,-7.78515625,-7.53125
2,-0.701171875,-7.4375,-8.734375,-8.734375,-8.734375,-7.81640625
3,-0.62841796875,-4.1484375,-2.673828125,-2.4921875,-3.3515625,-3.873046875
4,-0.6904296875,-2.982421875,-4.06640625,-5.73046875,-6.8671875,-7.10546875
5,-0.80419921875,-3.41796875,-5.27734375,-6.46875,-7.078125,-7.140625
6,-0.8271484375,-5.5625,-4.8828125,-6.1484375,-7.49609375,-7.0546875
7,-0.8984375,-2.1328125,-3.095703125,-4.59765625,-7.515625,-8.4453125
8,-1.203125,-2.9296875,-2.6796875,-7.40625,-7.03125,-7.0234375
9,-0.7744140625,-4.15234375,-5.921875,-6.265625,-5.76171875,-5.9921875
10,-0.814453125,-6.984375,-8.03125,-7.6875,-7.00390625,-7.57421875
11,-1.23046875,-4.1796875,-3.94140625,-6.484375,-6.95703125,-6.8515625
12,-0.80712890625,-4.875,-6.2109375,-6.375,-8.25,-7.55859375
13,-1.2802734375,-5.48046875,-5.34765625,-6.015625,-7.75390625,-7.43359375
14,-0.80908203125,-3.466796875,-2.380859375,-5.3828125,-7.6015625,-7.109375
15,-0.47412109375,-2.521484375,-6.64453125,-7.58203125,-7.6328125,-8.0078125
16,-0.76708984375,-2.88671875,-5.88671875,-7.140625,-7.140625,-6.91015625
17,-0.689453125,-3.974609375,-4.421875,-6.62890625,-7.7578125,-8.1015625
18,-0.85888671875,-2.87890625,-5.8828125,-6.875,-6.6171875,-5.61328125
19,-1.1513671875,-2.623046875,-5.625,-6.81640625,-6.76953125,-7.9765625
