,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo
0,0.0277777777777777,0.0277777777777777,0.0833333333333333
1,0.0,0.0138888888888888,0.0555555555555555
2,0.0277777777777777,0.0,0.0277777777777777
3,0.0138888888888888,0.0138888888888888,0.0
4,0.0833333333333333,0.0277777777777777,0.0138888888888888
5,0.0555555555555555,0.0,0.1666666666666666
6,0.0138888888888888,0.0416666666666666,0.0
7,0.0277777777777777,0.0277777777777777,0.1527777777777778
8,0.0416666666666666,0.0277777777777777,0.0
9,0.0694444444444444,0.0,0.0
