,agent0_elephant,agent1_elephant,agent2_elephant
0,0.2222222222222222,0.0972222222222222,0.0833333333333333
1,0.2777777777777778,0.0972222222222222,0.0972222222222222
2,0.2916666666666667,0.0972222222222222,0.0277777777777777
3,0.3194444444444444,0.0694444444444444,0.0555555555555555
4,0.1388888888888889,0.0833333333333333,0.0416666666666666
5,0.3611111111111111,0.0972222222222222,0.0138888888888888
6,0.1111111111111111,0.0555555555555555,0.0416666666666666
7,0.125,0.0416666666666666,0.0694444444444444
8,0.125,0.0,0.0416666666666666
9,0.4722222222222222,0.0833333333333333,0.1111111111111111
