,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.08203125,-5.98046875,-6.3984375,-6.17578125,-6.40234375,-6.12890625
1,-8.5078125,-7.24609375,-7.33203125,-7.80078125,-7.30078125,-7.10546875
2,-7.55078125,-6.828125,-6.05078125,-6.78125,-6.46484375,-6.44140625
3,-7.67578125,-7.015625,-6.2265625,-5.984375,-6.03515625,-6.59375
4,-7.65234375,-6.51171875,-7.54296875,-7.16015625,-6.9921875,-5.90234375
5,-7.4921875,-6.32421875,-6.98046875,-6.8984375,-7.12109375,-6.5703125
6,-7.8203125,-6.3515625,-5.95703125,-5.8984375,-6.47265625,-6.53515625
7,-7.65234375,-6.33203125,-6.2265625,-7.23828125,-7.0625,-7.3671875
8,-6.953125,-6.921875,-6.75,-7.3984375,-7.6171875,-7.04296875
9,-6.625,-6.36328125,-6.5703125,-6.1328125,-6.58203125,-5.42578125
10,-7.88671875,-6.25,-6.90234375,-6.78515625,-7.0,-6.61328125
11,-7.6875,-5.33203125,-5.01953125,-6.08984375,-6.39453125,-6.70703125
12,-7.90234375,-6.51953125,-6.1171875,-7.56640625,-7.44921875,-6.984375
13,-8.140625,-6.9765625,-7.46875,-8.09375,-7.91796875,-7.66796875
14,-7.5546875,-6.1640625,-5.26953125,-5.703125,-6.59375,-5.578125
15,-6.5078125,-3.69140625,-5.0625,-5.765625,-5.953125,-5.65234375
16,-7.74609375,-6.578125,-6.44140625,-7.265625,-7.51953125,-7.12890625
17,-7.59375,-6.9765625,-6.50390625,-7.33984375,-7.36328125,-6.60546875
18,-7.66015625,-5.68359375,-5.4609375,-7.03125,-7.80078125,-7.49609375
19,-8.2421875,-6.6015625,-6.5078125,-7.34375,-5.83984375,-5.47265625
