,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.296875,-5.87890625,-6.34765625,-5.57421875,-5.6484375,-6.12890625
1,-7.36328125,-7.359375,-6.82421875,-6.859375,-7.03515625,-7.10546875
2,-7.26171875,-7.16796875,-5.390625,-5.46875,-5.9609375,-6.44140625
3,-7.07421875,-6.0078125,-6.30078125,-6.61328125,-5.703125,-6.59375
4,-6.86328125,-5.51171875,-6.33984375,-6.38671875,-6.390625,-5.90234375
5,-7.12109375,-5.12890625,-6.1640625,-6.16796875,-6.16796875,-6.5703125
6,-7.1796875,-7.0625,-5.44140625,-5.52734375,-6.1875,-6.53515625
7,-7.32421875,-5.921875,-5.0859375,-6.5390625,-7.28515625,-7.3671875
8,-6.78515625,-6.27734375,-5.96875,-6.3046875,-6.578125,-7.04296875
9,-6.8203125,-6.9921875,-5.00390625,-5.8828125,-6.390625,-5.42578125
10,-7.06640625,-5.73828125,-6.29296875,-6.29296875,-6.34765625,-6.61328125
11,-7.171875,-5.24609375,-3.640625,-5.6796875,-6.265625,-6.70703125
12,-7.65625,-5.49609375,-4.53125,-6.9140625,-6.84375,-6.984375
13,-7.36328125,-7.06640625,-7.21875,-7.41796875,-7.4453125,-7.66796875
14,-6.85546875,-5.828125,-5.0859375,-5.01953125,-5.5078125,-5.578125
15,-7.40625,-4.6796875,-5.37890625,-5.42578125,-5.8828125,-5.65234375
16,-7.01953125,-5.796875,-5.80078125,-6.52734375,-6.81640625,-7.12890625
17,-6.6640625,-4.984375,-5.22265625,-7.078125,-5.7109375,-6.60546875
18,-7.3671875,-5.31640625,-4.5078125,-6.63671875,-7.54296875,-7.49609375
19,-7.38671875,-6.17578125,-6.62890625,-7.6953125,-6.21484375,-5.47265625
