,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-3.03125,-6.76171875,-7.9375,-8.1875,-8.453125,-7.9765625
1,-2.51171875,-7.328125,-8.0078125,-8.0078125,-7.94921875,-7.80859375
2,-3.08203125,-7.64453125,-7.22265625,-7.51171875,-8.0703125,-8.109375
3,-3.0546875,-8.484375,-6.51171875,-5.42578125,-6.359375,-7.375
4,-3.2421875,-5.12890625,-5.72265625,-7.4140625,-7.4140625,-7.66796875
5,-2.19140625,-6.9765625,-7.3203125,-8.5546875,-7.85546875,-7.6484375
6,-2.763671875,-7.625,-7.60546875,-7.5078125,-8.078125,-8.3984375
7,-3.455078125,-7.23828125,-6.171875,-5.921875,-8.3046875,-7.99609375
8,-3.3125,-5.39453125,-7.19140625,-5.578125,-7.5390625,-8.140625
9,-3.0703125,-6.33203125,-5.7578125,-7.23046875,-7.97265625,-7.859375
10,-2.888671875,-7.109375,-6.73828125,-7.51171875,-7.5,-7.4140625
11,-2.34765625,-6.109375,-7.0,-7.6640625,-7.5,-7.16796875
12,-3.09765625,-7.6640625,-7.08984375,-8.234375,-8.6171875,-6.5703125
13,-3.021484375,-6.89453125,-7.6328125,-6.37109375,-6.71875,-7.30078125
14,-3.515625,-6.30859375,-4.296875,-6.52734375,-7.48828125,-6.90234375
15,-2.166015625,-6.46484375,-6.84765625,-7.82421875,-8.1328125,-7.984375
16,-2.255859375,-7.6875,-7.34765625,-7.9375,-7.84375,-7.83203125
17,-2.662109375,-7.35546875,-6.90625,-7.44921875,-7.44921875,-7.234375
18,-3.4296875,-6.83203125,-6.75,-7.9765625,-7.8984375,-7.10546875
19,-2.99609375,-7.12109375,-7.28515625,-7.28515625,-7.28515625,-7.42578125
