,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.5537109375,-0.96533203125,-0.45703125,-3.208984375,-2.509765625,-2.380859375
1,-0.681640625,-1.8193359375,-2.00390625,-3.751953125,-2.71875,-2.716796875
2,-0.751953125,-2.021484375,-1.619140625,-1.8271484375,-2.783203125,-2.865234375
3,-0.69287109375,-1.24609375,-1.20703125,-3.248046875,-3.1171875,-2.79296875
4,-0.80908203125,-1.556640625,-3.56640625,-2.814453125,-2.814453125,-2.705078125
5,-0.78076171875,-2.162109375,-2.951171875,-2.900390625,-2.900390625,-2.572265625
6,-0.83544921875,-2.0390625,-2.7578125,-3.07421875,-2.59765625,-2.88671875
7,-0.9462890625,-1.703125,-2.11328125,-2.56640625,-2.552734375,-2.64453125
8,-0.81884765625,-2.3203125,-1.3154296875,-3.1875,-3.470703125,-3.08203125
9,-0.71875,-1.4755859375,-2.560546875,-2.85546875,-3.806640625,-3.0390625
10,-1.0859375,-1.9638671875,-1.845703125,-2.046875,-2.564453125,-2.994140625
11,-0.78662109375,-2.0,-2.126953125,-1.98046875,-1.91796875,-2.0546875
12,-0.83544921875,-1.17578125,-1.5419921875,-2.755859375,-2.98828125,-2.83203125
13,-1.0576171875,-1.6728515625,-2.6328125,-2.341796875,-1.5654296875,-2.984375
14,-1.2998046875,-1.4736328125,-2.09375,-2.564453125,-2.431640625,-1.9501953125
15,-0.6513671875,-1.4990234375,-1.515625,-2.57421875,-2.595703125,-2.26171875
16,-0.88818359375,-3.01171875,-1.5810546875,-2.021484375,-0.8447265625,-2.267578125
17,-0.92138671875,-1.4619140625,-1.0771484375,-1.4482421875,-1.7587890625,-2.26171875
18,-1.1904296875,-3.30078125,-2.05078125,-1.5625,-1.537109375,-2.494140625
19,-1.125,-1.6044921875,-2.1171875,-2.470703125,-2.615234375,-2.529296875
