,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.65673828125,-0.81591796875,-0.451171875,-1.8837890625,-1.5029296875,-2.380859375
1,-0.94775390625,-2.263671875,-1.8271484375,-2.203125,-2.640625,-2.716796875
2,-3.021484375,-3.142578125,-3.232421875,-2.083984375,-2.74609375,-2.865234375
3,-1.353515625,-1.443359375,-1.5498046875,-2.759765625,-2.619140625,-2.79296875
4,-1.7724609375,-1.70703125,-2.771484375,-2.73828125,-2.900390625,-2.705078125
5,-0.97705078125,-2.2265625,-2.974609375,-3.0546875,-2.810546875,-2.572265625
6,-0.89794921875,-1.8017578125,-1.943359375,-2.55078125,-2.75,-2.88671875
7,-1.365234375,-1.552734375,-1.6591796875,-1.7568359375,-2.515625,-2.64453125
8,-1.220703125,-2.318359375,-1.8037109375,-2.572265625,-3.064453125,-3.08203125
9,-1.091796875,-1.5322265625,-1.7646484375,-2.2734375,-2.974609375,-3.0390625
10,-1.091796875,-2.365234375,-2.193359375,-2.109375,-3.189453125,-2.994140625
11,-0.84765625,-1.7451171875,-2.4921875,-1.9072265625,-1.892578125,-2.0546875
12,-2.16796875,-1.5146484375,-1.8603515625,-2.42578125,-3.0234375,-2.83203125
13,-0.90576171875,-2.111328125,-2.76953125,-2.40234375,-1.962890625,-2.984375
14,-1.0693359375,-1.4638671875,-1.935546875,-2.26953125,-2.01953125,-1.9501953125
15,-0.88427734375,-1.5244140625,-1.525390625,-2.169921875,-1.9482421875,-2.26171875
16,-1.0244140625,-2.001953125,-1.19921875,-1.6630859375,-0.9296875,-2.267578125
17,-0.85107421875,-1.0498046875,-0.814453125,-0.84912109375,-1.6337890625,-2.26171875
18,-1.7587890625,-3.046875,-1.171875,-1.544921875,-2.19140625,-2.494140625
19,-1.6083984375,-1.2841796875,-2.232421875,-2.455078125,-2.470703125,-2.529296875
