,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-7.11328125,-5.98828125,-6.3203125,-6.53515625,-6.84375,-6.8515625
1,-7.0,-5.83984375,-5.703125,-6.4453125,-6.68359375,-6.234375
2,-7.140625,-6.37109375,-6.16015625,-6.15234375,-6.609375,-6.91015625
3,-6.7890625,-6.0859375,-5.84375,-6.19140625,-6.41015625,-5.9140625
4,-6.9765625,-6.5,-6.796875,-6.7734375,-6.328125,-6.59375
5,-6.8828125,-5.36328125,-5.3828125,-5.76953125,-6.421875,-5.42578125
6,-6.91015625,-5.7578125,-6.70703125,-7.3359375,-6.45703125,-6.68359375
7,-7.078125,-6.1328125,-6.640625,-6.93359375,-7.01953125,-7.25
8,-6.8125,-5.796875,-6.078125,-6.3984375,-6.52734375,-6.53125
9,-6.40625,-5.40625,-5.4609375,-6.23828125,-6.82421875,-6.63671875
10,-6.5078125,-5.62109375,-6.06640625,-6.01953125,-6.4296875,-6.48828125
11,-6.4453125,-5.58203125,-6.2734375,-6.82421875,-6.70703125,-6.72265625
12,-6.92578125,-5.55078125,-5.3671875,-5.7578125,-5.85546875,-6.55859375
13,-6.703125,-5.921875,-6.87109375,-7.27734375,-7.03125,-6.94921875
14,-6.5859375,-5.703125,-5.265625,-5.4609375,-5.3828125,-5.15234375
15,-6.60546875,-5.8046875,-6.16015625,-6.69140625,-6.625,-6.30859375
16,-6.55078125,-6.109375,-5.796875,-5.80859375,-5.828125,-5.796875
17,-7.03125,-5.921875,-6.30859375,-6.7734375,-6.2421875,-6.88671875
18,-6.59765625,-6.0,-5.46875,-6.5703125,-6.0625,-6.6796875
19,-6.8515625,-5.8984375,-6.3828125,-6.7578125,-6.1640625,-6.68359375
