,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.921875,-5.37109375,-6.34375,-6.9765625,-6.5703125,-6.8515625
1,-6.82421875,-5.26171875,-5.13671875,-6.1328125,-6.12109375,-6.234375
2,-6.6328125,-5.47265625,-5.73828125,-6.2421875,-6.5390625,-6.91015625
3,-6.546875,-5.91015625,-5.59765625,-5.5234375,-6.33203125,-5.9140625
4,-6.89453125,-6.90625,-7.05859375,-6.828125,-6.1953125,-6.59375
5,-6.51953125,-5.1953125,-5.16796875,-5.421875,-6.14453125,-5.42578125
6,-6.421875,-5.86328125,-7.1640625,-7.1171875,-6.48828125,-6.68359375
7,-6.640625,-5.98046875,-6.27734375,-6.3203125,-6.8203125,-7.25
8,-6.71875,-5.79296875,-6.109375,-6.26171875,-6.69921875,-6.53125
9,-6.6875,-5.8515625,-5.59765625,-5.9140625,-6.2734375,-6.63671875
10,-6.53515625,-5.57421875,-6.14453125,-5.91015625,-6.49609375,-6.48828125
11,-6.75,-5.23046875,-5.9140625,-6.90625,-6.90625,-6.72265625
12,-6.35546875,-5.7265625,-5.01171875,-5.60546875,-5.4140625,-6.55859375
13,-6.99609375,-5.6171875,-6.625,-6.69921875,-6.8515625,-6.94921875
14,-6.72265625,-5.19140625,-5.18359375,-5.98046875,-5.40234375,-5.15234375
15,-6.25390625,-5.546875,-6.3984375,-6.54296875,-6.65625,-6.30859375
16,-6.29296875,-5.8125,-5.73828125,-5.5234375,-5.5234375,-5.796875
17,-6.56640625,-6.10546875,-5.66796875,-6.2734375,-6.046875,-6.88671875
18,-6.4921875,-6.2578125,-5.671875,-6.4296875,-6.1953125,-6.6796875
19,-6.73828125,-5.33984375,-5.796875,-6.69140625,-6.19921875,-6.68359375
