,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-2.271484375,-5.3671875,-6.00390625,-6.01953125,-8.21875,-8.015625
1,-1.064453125,-7.43359375,-8.09375,-7.7734375,-7.87109375,-7.44140625
2,-2.1015625,-2.328125,-1.8232421875,-2.109375,-6.828125,-7.05859375
3,-1.123046875,-2.16015625,-3.130859375,-8.3984375,-8.359375,-8.109375
4,-1.7412109375,-2.6640625,-7.25390625,-7.1015625,-7.24609375,-7.5390625
5,-1.33203125,-2.556640625,-6.3515625,-7.2890625,-7.23046875,-7.13671875
6,-1.296875,-5.4765625,-8.1015625,-8.171875,-8.3671875,-8.3671875
7,-1.4296875,-2.91015625,-5.23046875,-7.35546875,-7.46484375,-7.24609375
8,-1.109375,-8.2265625,-8.1171875,-7.73828125,-8.125,-8.265625
9,-1.9892578125,-4.26171875,-7.6171875,-7.6015625,-7.22265625,-7.19921875
10,-1.0859375,-3.681640625,-7.671875,-7.7265625,-7.734375,-6.97265625
11,-0.8984375,-2.8671875,-6.8046875,-6.07421875,-6.390625,-7.16796875
12,-1.435546875,-4.015625,-5.703125,-5.6640625,-7.94921875,-8.1015625
13,-1.431640625,-3.65234375,-6.96875,-5.34765625,-6.36328125,-6.72265625
14,-1.388671875,-2.115234375,-5.62890625,-5.55078125,-6.7421875,-7.0078125
15,-2.25,-7.80078125,-8.0703125,-8.796875,-8.0703125,-8.5625
16,-1.177734375,-1.974609375,-7.43359375,-7.61328125,-6.33203125,-3.521484375
17,-1.671875,-3.390625,-6.66796875,-7.28515625,-7.91796875,-7.375
18,-1.791015625,-3.48046875,-7.90234375,-7.953125,-7.60546875,-7.3515625
19,-1.6337890625,-3.71875,-2.373046875,-5.53515625,-3.62890625,-4.25390625
