,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-1.1845703125,-0.373046875,-1.8310546875,-2.26953125,-2.71875,-1.728515625
1,-1.005859375,-0.6484375,-0.42724609375,-1.1552734375,-2.240234375,-2.896484375
2,-0.9716796875,-1.0458984375,-1.115234375,-0.056365966796875,-0.09796142578125,-0.10137939453125
3,-0.69775390625,-1.28515625,-0.99658203125,-3.0703125,-3.26953125,-3.05859375
4,-1.6708984375,-0.27587890625,-2.900390625,-3.328125,-3.0078125,-2.736328125
5,-1.3193359375,-0.6181640625,-2.80859375,-3.306640625,-2.80859375,-2.46875
6,-1.1962890625,-1.689453125,-0.90380859375,-3.109375,-2.978515625,-3.1015625
7,-1.552734375,-0.257080078125,-2.3984375,-2.357421875,-2.46875,-2.443359375
8,-1.662109375,-1.4482421875,-1.3134765625,-3.64453125,-3.669921875,-3.89453125
9,-1.1484375,-1.091796875,-2.859375,-2.818359375,-2.646484375,-2.962890625
10,-0.9833984375,-0.350341796875,-0.75537109375,-3.27734375,-2.3984375,-2.837890625
11,-1.263671875,-0.41796875,-0.1302490234375,-3.412109375,-3.708984375,-4.13671875
12,-1.8193359375,-0.5869140625,-1.4501953125,-2.8828125,-3.291015625,-2.82421875
13,-0.69482421875,-0.472900390625,-0.89453125,-2.00390625,-1.841796875,-2.025390625
14,-1.7021484375,-0.41748046875,-0.54931640625,-1.17578125,-2.09765625,-1.8515625
15,-1.26171875,-0.70263671875,-2.017578125,-2.646484375,-3.326171875,-2.787109375
16,-0.82958984375,-1.216796875,-3.189453125,-2.69921875,-2.701171875,-2.8359375
17,-0.9345703125,-1.0751953125,-2.37109375,-1.9921875,-2.2578125,-2.310546875
18,-1.37109375,-0.5859375,-1.9521484375,-0.767578125,-0.9921875,-2.392578125
19,-1.3671875,-0.83837890625,-1.154296875,-2.732421875,-2.95703125,-3.0546875
