,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,0.3645833333333333,0.6927083333333334,0.1458333333333333,0.125,0.03125,0.234375
1,0.3489583333333333,0.65625,0.71875,0.2864583333333333,0.0833333333333333,0.0520833333333333
2,0.40625,0.390625,0.3385416666666667,0.9166666666666666,0.9010416666666666,0.90625
3,0.53125,0.2760416666666667,0.3802083333333333,0.0885416666666666,0.0260416666666666,0.015625
4,0.2083333333333333,0.7604166666666666,0.078125,0.0364583333333333,0.046875,0.0729166666666666
5,0.3541666666666667,0.5625,0.0625,0.0260416666666666,0.0416666666666666,0.0989583333333333
6,0.34375,0.1510416666666666,0.375,0.0416666666666666,0.046875,0.0364583333333333
7,0.3020833333333333,0.8020833333333334,0.1145833333333333,0.1197916666666666,0.0989583333333333,0.09375
8,0.2135416666666666,0.5833333333333334,0.25,0.0260416666666666,0.0208333333333333,0.0208333333333333
9,0.3854166666666667,0.4375,0.0833333333333333,0.0677083333333333,0.0989583333333333,0.0364583333333333
10,0.5520833333333334,0.8072916666666666,0.4583333333333333,0.0416666666666666,0.0833333333333333,0.0625
11,0.328125,0.7291666666666666,0.8958333333333334,0.03125,0.0260416666666666,0.0208333333333333
12,0.265625,0.640625,0.28125,0.0729166666666666,0.0416666666666666,0.0572916666666666
13,0.5364583333333334,0.65625,0.453125,0.1145833333333333,0.1614583333333333,0.15625
14,0.2135416666666666,0.7760416666666666,0.5989583333333334,0.375,0.1041666666666666,0.1510416666666666
15,0.3541666666666667,0.578125,0.1354166666666666,0.0416666666666666,0.0572916666666666,0.0833333333333333
16,0.453125,0.328125,0.0260416666666666,0.0625,0.0364583333333333,0.0625
17,0.4010416666666667,0.484375,0.1145833333333333,0.171875,0.1145833333333333,0.078125
18,0.265625,0.65625,0.1875,0.5625,0.4583333333333333,0.0989583333333333
19,0.2864583333333333,0.4583333333333333,0.328125,0.0520833333333333,0.0416666666666666,0.057291666666666664
