,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,0.3802083333333333,0.6197916666666666,0.0885416666666666,0.0989583333333333,0.0520833333333333,0.15625
1,0.5104166666666666,0.6979166666666666,0.6875,0.5416666666666666,0.1458333333333333,0.0677083333333333
2,0.34375,0.4375,0.3177083333333333,0.9427083333333334,0.9791666666666666,0.8958333333333334
3,0.453125,0.2083333333333333,0.3958333333333333,0.09375,0.078125,0.0208333333333333
4,0.171875,0.7552083333333334,0.0520833333333333,0.0260416666666666,0.046875,0.0729166666666666
5,0.546875,0.4270833333333333,0.0572916666666666,0.078125,0.0416666666666666,0.1145833333333333
6,0.3697916666666667,0.265625,0.4895833333333333,0.0364583333333333,0.0364583333333333,0.0520833333333333
7,0.3958333333333333,0.78125,0.0989583333333333,0.0625,0.078125,0.03125
8,0.3697916666666667,0.484375,0.2864583333333333,0.015625,0.015625,0.0104166666666666
9,0.3229166666666667,0.2447916666666666,0.0885416666666666,0.1041666666666666,0.0833333333333333,0.046875
10,0.4895833333333333,0.265625,0.3854166666666667,0.0416666666666666,0.1041666666666666,0.0572916666666666
11,0.421875,0.5572916666666666,0.8854166666666666,0.015625,0.0208333333333333,0.0104166666666666
12,0.3229166666666667,0.4114583333333333,0.125,0.0572916666666666,0.0572916666666666,0.0677083333333333
13,0.5260416666666666,0.5104166666666666,0.3802083333333333,0.1927083333333333,0.1875,0.1770833333333333
14,0.265625,0.6979166666666666,0.6041666666666666,0.4427083333333333,0.1614583333333333,0.1458333333333333
15,0.453125,,,,,
