,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.26953125,-6.78125,-5.4140625,-5.2890625,-5.8515625,-6.58203125
1,-6.4609375,-5.890625,-5.7421875,-6.30859375,-6.8203125,-6.640625
2,-6.40625,-5.5625,-6.6640625,-6.69140625,-6.7578125,-6.7578125
3,-6.3828125,-8.0078125,-6.7109375,-7.05078125,-7.05078125,-6.94140625
4,-6.48046875,-5.296875,-5.4296875,-5.91015625,-6.99609375,-6.70703125
5,-6.41796875,-6.1640625,-5.453125,-6.76171875,-7.26171875,-6.875
6,-6.63671875,-6.8203125,-6.33203125,-5.90625,-5.921875,-6.4375
7,-6.05078125,-5.06640625,-5.625,-6.2265625,-6.2265625,-6.62890625
8,-6.28125,-6.125,-5.48046875,-6.6796875,-6.75390625,-6.46484375
9,-6.37890625,-6.01171875,-6.28125,-6.42578125,-6.22265625,-5.546875
10,-6.05859375,-5.46875,-5.265625,-4.09375,-4.39453125,-6.0
11,-6.390625,-6.3203125,-6.34765625,-6.296875,-5.64453125,-6.4921875
12,-6.9375,-5.9453125,-6.56640625,-6.3125,-6.47265625,-6.73046875
13,-6.4140625,-5.5625,-5.91015625,-6.97265625,-7.4765625,-7.69921875
14,-6.625,-5.87890625,-6.83984375,-8.3046875,-8.3046875,-5.48046875
15,-6.1328125,-5.71875,-6.8359375,-7.13671875,-6.8828125,-6.91796875
16,-6.51171875,-5.62890625,-5.421875,-6.20703125,-6.3671875,-6.6953125
17,-5.90234375,-5.91796875,-6.8671875,-5.42578125,-6.07421875,-6.39453125
18,-6.41796875,-8.640625,-6.25390625,-7.484375,-7.47265625,-8.0703125
19,-6.16015625,-6.3984375,-6.7109375,-6.95703125,-7.375,-6.90625
