,agent0_penguin,agent1_penguin
0,0.0,0.7604166666666666
1,0.0,0.7802083333333333
2,0.0,0.790625
3,0.0375,0.7604166666666666
4,0.0,0.75625
5,0.0270833333333333,0.7875
6,0.0364583333333333,0.740625
7,0.0,0.7614583333333333
8,0.0145833333333333,0.4302083333333333
9,0.0291666666666666,0.0
