,agent0_elephant,agent1_elephant,agent2_elephant
0,0.1354166666666666,0.09375,0.1770833333333333
1,0.125,0.1875,0.0104166666666666
2,0.1458333333333333,0.3333333333333333,0.15625
3,0.09375,0.1666666666666666,0.0104166666666666
4,0.1145833333333333,0.1666666666666666,0.0625
5,0.21875,0.0520833333333333,0.03125
6,0.1354166666666666,0.2916666666666667,0.1666666666666666
7,0.2395833333333333,0.0625,0.0208333333333333
8,0.1145833333333333,0.1041666666666666,0.0104166666666666
9,0.3125,0.28125,0.041666666666666664
