,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-4.20703125,-5.26171875,-3.779296875,-2.392578125,-3.3203125,-4.91796875
1,-3.970703125,-4.41796875,-6.70703125,-6.61328125,-6.93359375,-6.65234375
2,-3.47265625,-6.9921875,-7.546875,-7.46875,-7.640625,-7.375
3,-3.845703125,-4.83203125,-6.390625,-6.390625,-6.390625,-6.375
4,-3.96484375,-3.58203125,-5.88671875,-5.90234375,-2.775390625,-5.3359375
5,-4.76953125,-5.61328125,-7.0625,-7.125,-7.08203125,-6.9375
6,-3.6953125,-6.7890625,-8.296875,-7.86328125,-8.0546875,-7.50390625
7,-3.466796875,-3.869140625,-5.54296875,-5.23046875,-5.14453125,-6.47265625
8,-3.4453125,-5.06640625,-7.92578125,-7.96484375,-7.890625,-7.15625
9,-3.755859375,-6.90625,-7.83984375,-7.83203125,-7.85546875,-7.4921875
10,-3.025390625,-5.52734375,-5.3828125,-4.8203125,-7.20703125,-7.0546875
11,-4.1953125,-3.662109375,-6.88671875,-6.75,-6.75,-5.80859375
12,-3.708984375,-4.78125,-6.8125,-6.69140625,-6.87890625,-6.234375
13,-3.0390625,-4.83203125,-7.1875,-7.046875,-7.1015625,-6.09375
14,-3.8828125,-2.978515625,-5.8515625,-4.51953125,-4.06640625,-6.53515625
15,-3.171875,-7.609375,-7.21875,-7.25390625,-7.39453125,-6.80078125
16,-4.19140625,-7.70703125,-7.984375,-8.015625,-8.1171875,-8.1875
17,-3.798828125,-5.01953125,-5.80078125,-3.57421875,-5.65234375,-5.15234375
18,-3.396484375,-5.75,-7.40234375,-7.40234375,-7.40234375,-6.8125
19,-3.470703125,-6.3984375,-4.77734375,-4.8515625,-4.38671875,-6.28515625
