,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-0.76513671875,-2.83203125,-4.06640625,-7.45703125,-6.9375,-6.58984375
1,-1.2490234375,-2.08203125,-2.04296875,-1.20703125,-4.890625,-6.4140625
2,-5.22265625,-9.703125,-8.921875,-8.7578125,-8.71875,-8.984375
3,-1.90234375,-3.07421875,-3.078125,-4.4453125,-2.087890625,-6.59765625
4,-1.3486328125,-2.1875,-2.39453125,-6.41015625,-6.515625,-6.8671875
5,-6.703125,-6.22265625,-5.71484375,-7.2265625,-8.3828125,-8.7265625
6,-6.82421875,-6.6015625,-7.5078125,-8.5078125,-8.109375,-8.2890625
7,-2.267578125,-4.7421875,-6.61328125,-7.33203125,-7.64453125,-7.87890625
8,-1.625,-3.744140625,-3.017578125,-5.51953125,-5.40234375,-4.3203125
9,-1.6904296875,-2.369140625,-2.92578125,-2.408203125,-5.515625,-5.0859375
10,-0.705078125,-2.849609375,-7.3203125,-7.109375,-7.5,-6.16015625
11,-1.2626953125,-2.13671875,-4.890625,-5.1953125,-5.96875,-6.59765625
12,-1.8056640625,-2.630859375,-2.265625,-4.48828125,-6.27734375,-7.109375
13,-1.6845703125,-2.8984375,-5.93359375,-7.55078125,-7.80078125,-7.2109375
14,-3.052734375,-3.986328125,-6.5234375,-6.859375,-8.078125,-6.765625
15,-0.5927734375,-5.63671875,-7.33203125,-6.84375,-6.3984375,-4.375
16,-0.87353515625,-1.150390625,-1.3779296875,-1.212890625,-0.80078125,-1.541015625
17,-2.708984375,-4.32421875,-6.09765625,-6.859375,-7.6953125,-7.7421875
18,-2.916015625,-4.453125,-6.80859375,-7.12109375,-7.01171875,-8.3046875
19,-1.7685546875,-3.771484375,-3.703125,-5.7421875,-7.5,-7.36328125
