,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-3.51171875,-4.07421875,-4.73828125,-5.3671875,-4.4765625,-5.046875
1,-4.03125,-4.62890625,-5.19140625,-5.5,-5.875,-5.98828125
2,-3.732421875,-4.984375,-5.62109375,-6.94140625,-7.1328125,-7.3515625
3,-3.375,-4.4140625,-5.4921875,-6.796875,-5.9609375,-5.2578125
4,-3.5078125,-4.65234375,-4.75390625,-6.6953125,-6.91015625,-6.42578125
5,-3.451171875,-4.47265625,-4.69921875,-6.0703125,-5.39453125,-6.0625
6,-3.818359375,-6.59375,-6.703125,-7.52734375,-7.52734375,-6.96484375
7,-4.01953125,-4.9453125,-3.98828125,-5.7734375,-6.8046875,-6.59375
8,-3.693359375,-5.1484375,-5.01953125,-6.359375,-6.86328125,-7.13671875
9,-3.591796875,-5.68359375,-5.25,-6.69921875,-6.8984375,-7.12890625
10,-4.34375,-4.86328125,-5.34765625,-6.6875,-6.76171875,-6.74609375
11,-4.3125,-5.08203125,-4.3359375,-6.22265625,-6.8125,-8.0
12,-3.81640625,-5.171875,-5.1171875,-5.44140625,-6.6328125,-6.89453125
13,-3.830078125,-5.1484375,-5.3203125,-5.38671875,-6.05078125,-6.16796875
14,-4.23046875,-4.03125,-6.98046875,-7.30078125,-6.37109375,-7.0234375
15,-3.216796875,-5.3671875,-7.234375,-7.66796875,-7.3515625,-6.77734375
16,-3.47265625,-4.37109375,-6.3125,-5.25390625,-5.921875,-7.05859375
17,-3.8125,-5.91015625,-6.75,-6.40234375,-6.73828125,-6.6640625
18,-4.03515625,-4.7265625,-6.2265625,-5.359375,-6.03125,-6.1015625
19,-3.66015625,-4.84765625,-5.53125,-5.9375,-7.52734375,-7.55078125
